,Id (Review),Review,Sentiment
4593,296340,Combo charger worked after plugging and unplugging for multiple times. Message: internal error detected. Not sure what that means but the other car Kia couldn't get it going either. ,Negative
4594,296334,broken,Negative
4595,296329,Easy to find. Very nice people. Very cool business!,Positive
4596,296322,Looks like they are still being constructed but they work.  ,Positive
4597,296321,"My wife had surgery here. I tried to charge, but the charge point display said, ""authorized users only"". I asked at the desk and they said that no one ever used the charger so they had it turned off. ",Negative
4598,296319,Was only able to get 74 amps out of 1A/B - switched to 2A and was able to get 320+ amps,Positive
4599,296318,Greatly appreciated. ,Positive
4600,296316,Ask for Zane,Positive
4601,296315,"Someone parked their i3, but the charger is hanging up.",Negative
4602,296313,Charged on the left side near 139 street. The front desk were fine with it.,Positive
4603,296308,I3 CCS,Positive
4604,296307,"Don't underestimate the ""very busy"" comments. It's 1700 on Monday and there are 14 Ss charging, waiting or just finished. It's nuts, and its in a very small space.",Negative
4605,296303,East station does not work,Negative
4606,296302,Was able to successfully hook up Tesla and charge.  Nice!,Positive
4607,296300,Called support about the station Tech is on site 8/25 and will provide update and potential go live of this station -- checkin created before location officially marked open,Positive
4608,296298,Probably even less than the one hour limit.,Positive
4609,296295,Just here for 30 mins. Feel free to unplug me if I'm done,Positive
4610,296294,Thanks Newnan Utilities!,Positive
4611,296290,Both heads work again now.,Positive
4612,296289,"Really, Tesla?? I thought that there was criteria for these Superchargers.     In the middle of nowhere. Restaurant was not open and had to use the restroom across the highway at a gas station.      Do not attempt to walk to the McDonalds in the dark as there are no sidewalks and lots of tractor trailors",Negative
4613,296287,Just got to Hershey. First time using. All spots open. I can relax now. ,Positive
4614,296282,"Nouvelle tarification de stationnement jusqu'à la fin août 2016.          4$/h, 12$/4h, max 12$ après 17h ou 18$/j.          Toujours gratuit en fin semaine à partir de 16h30 vendredi. Aussi gratuit la semaine de 22h à 9h30, de 11h30 à 14h et de 16h30 à 19h. La recharge est en sus (2.50/session).",Negative
4615,296276,Charged while the resealed parking lot was still being painted. ,Positive
4616,296275,I'd report this to the county. Sign says reserved for electric cars and not for a specific person. Ever notice how this doctor never parks their electric car in their so called reserved spot? If it is a private business I suspect doctor installed the equipment to get tax rebates and qualify for California's new green building codes but are not living up to the requirements. ,Negative
4617,296273,Drive the entire public parking lot and there was only on Lvl2 J1722 (which has never worked). Park here if you want $12 parking and wall outlet trickle charge. There are a lot of 110V outlets but no restrictions on who parks in those spaces. ,Negative
4618,296268,Qc works fine,Positive
4619,296253,"Très bel accueil de la part de la propriétaire, beau village pour faire du touriste pendant la charge. Je conseille cette borne.",Positive
4620,296252,We drove from Philly and stayed the weekend at this wonderful B&B.  Fran & Doug are exceptional hosts and the breakfast delicious.  The set up was for 40 amps on a 60 amp circuit.  ,Positive
4621,296251,"Had to wait for someone else to finish, but charging fine now.  WiFi doesn't quite reach the charger, you need to wander toward the theatre.",Positive
4622,296249,My fob would not communicate. I had to call to have them activate QC today and got successful charge.  ,Negative
4623,296248,"We finally have a CCS charger in Texas! Thank you NRG. I hope many, many more CCS chargers are also coming to Texas.",Positive
4624,296247,Ok to unplug ,Positive
4625,296239,Charger cord replaced by Plug In NCW. Charger operational.,Positive
4626,296238,one charger is out of order.,Negative
4627,296236,Les HPWC sont reglés à 80A     La J1772 à 48A.     Service de 208V. ,Positive
4628,296235,"Parking security guy makes no sense. There are two Quickcharge parking spots for 1 unit, most often than not the space on left is parked by a non-EV car stationed there for a long time. Parking security guy tells me that for quick chargers one cannot wait in the lot and have to wait outside the lot until the unit is vacant. Same guy tells me that one cannot park in the normal charge space and wait for quick charger too. I asked him how does one know when the Quickcharger is vacant?  He replies ""you have to take your chances.  Maybe check in every 30 minutes because I don't take reservations either.""  What the hell has he smoked?  This logic makes no sense if this is actually a policy or a terrible interpretation of one. For a city trying to be eco and EV friendly, this kinda nonsense just makes it even more difficult for people to transition out of guzzling gas. CAN SOMEONE AT LADWP WHO KNOWS SOMETHING PLEASE EXPLAIN THE POLICY TO THIS GUY????  The security parking guys says he's their everyday. ",Negative
4629,296233,237 mph ,Positive
4630,296231,"Using the CS-90, on our way from Kelowna to Hope",Positive
4631,296230,Quick charge during lunch should be less than 45 min. Left EV spot open :-),Positive
4632,296229,could not connect to greenlots server ,Negative
4633,296228,hours of operation are printed on tickets.til 9 weekdays. 5pm on weekends ,Positive
4634,296220,Got CCS fault error and would not charge.,Negative
4635,296219,Got CCS fault error and would not charge.,Negative
4636,296218,Got fault error on CCS and would not charge. ,Negative
4637,296217,Low voltage line fault.,Negative
4638,296213,I couldn't find the EV charging station. This is only a quick charge station that doesn't help 240 only charging compatible vehicles like my Volt. ,Negative
4639,296210,Quick charged up.  Staff park so I sit inside car during the charge.,Positive
4640,296208,Will be here until 3:30 pm,Positive
4641,296207,Today is August 24. Only 1A and 1 B were working and the were S L O W. TESLA is aware. ,Negative
4642,296204,Works well. 3.5hrs = 13mi on my Volt,Positive
4643,296198,"This station NO longer has any EV CHARGING STATIONS ""manager""  8/24/15",Negative
4644,296195,One station with a Volt successfully charging. Second station appears to be dead,Positive
4645,296193,Tesla HPWC are in the 250 garage.  No public access except weekday mornings when the gates are open for EA employee convenience.,Negative
4646,296191,same as the tesla. When I tried to park some fake doctor came out and said that charger is personal for the doctor and that I could not park there. What a joke too bad this doctor is greedy and won't spare 25 cents in electricity.,Negative
4647,296185,"un peu difficile à trouver tellement il y a de stationnement, elles sont à l'extrémité du stationnement de la gare intermodale de l'AMT,          Bien utile, on a branché notre Volt afin de profiter de la magnifique piste cyclable de P'tit train du Nord",Negative
4648,296183,merci au groupe germain pour cette magnifique et très utile installation. 3 bornes et six stationnements dédiés.  Des visionnaires. 2 HPWC (tesla) et 1 suncountry 48A.,Positive
4649,296181,Great charging option in Cannon Beach.  Model S with dual chargers charged at 55mi/hr,Positive
4650,296180,One out of the two fast chargers is broken but an amazing place to charge. Easy to find and everyone we met was very friendly.,Positive
4651,296179,Charging at 26per hour to get me to Hope SC...,Positive
4652,296178,At far end of the mall. ,Positive
4653,296176,dcfc up and running fine,Positive
4654,296175,"Just a heads up,  the dedicate CHAdeMO was putting 34amps into my car with the battery at 90% of capacity, which is really high.   I've contacted eVgo and they said it was unusual and would look into it.   If charging in the heat,  you might want to keep an eye on the charge rate or use the dual charger. ",Positive
4655,296170,Good working order.,Positive
4656,296168,$9.95 for 30 mins. Ouch!,Negative
4657,296167,Outlet didn't seem to have any power. ,Negative
4658,296163,Working fine.,Positive
4659,296162,Please be good EV citizens and move your cars when they're done charging.  I've stopped by this site three times to charge and each time a vehicle was connected and not charging.  One of the times I stopped by repeatedly over a 2 hour period -- same car.,Negative
4660,296159,The issues with the CCS Combo connector should be fixed. There was an issue with the communication cables from the connector to the main circuit board. This unit is having a lot of success on the CHAdeMO side. I appreciate any feedback as you attempt to charge on this unit. ,Positive
4661,296158,500e,Positive
4662,296157,"The picture is from the South Hill supercharger, not this one. ",Negative
4663,296156,"Site is still not open. I called Tesla support and they do not have a date for opening. This is a pretty important charging site, so I hope they get it up and running quickly.",Negative
4664,296150,Unit Is still Blocked Off.,Negative
4665,296149,"tried to use the Chargemo, would connect to my car and charge for two seconds, and then an error message would pop up. :(",Negative
4666,296145,"""Tall"" charger is INOP. the shorter unit works. The screens on both units are white and unreadable. But if you hold your card up to the short unit, it will beep and start charging after a few seconds without pressing start. _x1f44d__x1f3fb_",Positive
4667,296144,Easy and convenient.  There's a sign when you enter the lot saying unauthorized vehicles will be towed but I took the chance.  No issue.,Positive
4668,296143,7 kw. merci,Positive
4669,296138,No power to outlet...,Negative
4670,296136,You need to use the Semaconnect app to use these chargers. Those ParkNow stickers are old and confusing if you've never used this charger before.,Negative
4671,296131,Charging to 85%. I see no one waiting ATM.,Positive
4672,296128,Fast charger is not working.  Charge point is getting GA Power to fix it.,Negative
4673,296123,"Mathmann -- Spoke to EVGO representative on the phone this morning.  He told me that the technicians ran a diagnostic check on the SAE Combo plug earlier this morning and that it checked out okay.  Would someone please try the SAE Combo plug and post whether or not it works.  If it doesn't, would you please contact EVGO and have them issue another repair ticket.  Thanks.",Positive
4674,296116,"Thank you the various donors, Ventura County, ChargePoint, BMW, and all those who made this community center possible & extra thank you for the charging stations here. _x1f60d_",Positive
4675,296114,3 Blink charges and the pictures with the green arrows helped immensely! Thank you to the person who posted. We wish plugshare would institute this more accurate visual for all stations _x1f60a_,Positive
4676,296112,3rd stop on our trip yesterday.  We arrived and a Leaf was already charging.  We had to wait almost 2 hours before we could plug in.  We enjoyed 2 hours of bowling and the staff were great about us using the charger.,Positive
4677,296109,"This was the second stop on our trip yesterday, charger was not working.  We were not the only Leaf that got burned by it yesterday.  A couple from Gatineau were there an hour before us.  This is the second time I have been burned by this charger not working",Negative
4678,296106,"Just updating from trip yesterday, they have the Cadillac EDR charger outside for use, it will charge at 6.6 KWH for the 2013 and higher Leaf.  Thank you very much for putting it where it can be used 24/7",Positive
4679,296105,There is a Fiat charging & a Focus waiting to charge :-),Negative
4680,296104,Not connected to network to see if it is being used:(,Negative
4681,296103,"I talked to Gary at The Downtown Alliance in the Chamber of Commerce building on 160 n main st.  He gave me an RFID card to activate the charger.  It's a 240 volt 6KW charger.                    I love coming to Logan and having this charger. This just means that I will be spending more time up here!     Btw, if you need a card it requires you either bring cash, check or PayPal.",Positive
4682,296102,"Charging Station still down, see picture:-)",Negative
4683,296099,"Quick charger had error on screen, pushed and held stop button as requested on the screen. charger rest and charged normally. Thank you Solar World! ",Positive
4684,296098,Please leave the are clean for others and share if others are waiting. Remember we are but a few. _x1f43e_,Negative
4685,296096,"Thank you Solar World. Quick charger is working great. We were iced the other day, but security had them move their car for us. ",Positive
4686,296095,"Level 2 charger just added! Thank you, Georgia Power!",Positive
4687,296092,107 miles per hour. ICE'd by a taxi when I arrive. A helpful dealership employees got him to move so I can access the CHAdeMO charger. ,Positive
4688,296091,Some one keyed my car saying I unplugged them though I didn't because I saw a person in a car charging and asked them to plug me in. When they leave. NOT Okay. Everyone has the same damn car. idiot Told the mall to install security cameras. And when I find that person. ,Negative
4689,296090,Saved again during a Montreal-Boston trip - wonderful of this Nissan dealership to provide charging to anyone who needs - thx!!!,Positive
4690,296082,CHAdeMO charger is offline. ,Negative
4691,296076,Saved by the best Nissan dealer around... again...  Boston - Montreal trip.  Thx guys! :-),Positive
4692,296075,It wouldn't authorize our cards ,Negative
4693,296072,"Nice day for a charge. If somebody else needs it, I'll move. Not going far today.",Positive
4694,296071,Just plug and charge.  simple as that.,Positive
4695,296068,Worked for 2 minutes then clicked off...I restarted it and another 2 minutes OFF,Negative
4696,296067,Level 3 still down,Negative
4697,296062,Level 3 out of service ,Negative
4698,296060,"Used the charger in front of game stop.  It does not ""click"" when you plug in,  but it does charge. ",Positive
4699,296055,cord cut by aholes,Negative
4700,296053,thanks chase bank,Positive
4701,296050,Quick charger broken again,Negative
4702,296049,L2 already taken. .. boooo,Negative
4703,296047,got a charging error first few times. got AV to reset it remotely and it worked finally,Positive
4704,296046,Three minute walk to the Star Diner past the Chargers. You might be able to pirate wifi while you're sitting. ,Positive
4705,296043,Leaving number 3 in front at 1:30,Positive
4706,296042,System is in good working order.,Positive
4707,296039,Just bought EV two days ago. Public Station charge virgin until now.  Super simple.  Thank you City of Inverness.,Positive
4708,296038,thanks dwp,Positive
4709,296034,These folks are very friendly on the phone and are happy to have non-BMW folks visit.  NOTE - the DC quick charger has no CHADEMO.  It's only SAE.,Positive
4710,296033,"Fully charged on quick charger. This quick charger is prone to overheating, so I charge 6 mins, let it rest 4 mins, and so on - and it worked OK doing this.",Positive
4711,296028,"Just replaced the power modules in this fast charger. Unit should be charging at full power now (399V @ 120A for 48kW) if you are below 70%. After 70% charge, the power slopes down to reduce battery degradation. Happy charging. ",Positive
4712,296026,The one on the right hasn't worked in over a year. The one on the left worked last semester; not sure when it went down.,Negative
4713,296023,still down 2 plugs.... sigh,Negative
4714,296015,"Slightly dissapointed that the L2 charge is only 3kw. After today, will never not use the quick charge port.",Negative
4715,296013,Works great! Chargepoint card use to unlock.,Positive
4716,296011,works well and just a quarter mile off the freeway,Positive
4717,296010,It does not appear to require the OpConnect card in this market.  http://www.opconnect.com/press/Map/,Negative
4718,296008,We were told upon arrival by an employee that the charger was a doctor's personal charger and that it was turned off.,Negative
4719,296005,I spoke with Concord Light. The delay is do to back ordered part. As soon as the parts come in they will do the repairs.  ,Positive
4720,296001,"the forth floor charging station is easy. to find thanks to signage, so it's usually occupied. the first floor stations are a little more diffcult to get to, but usually open. well lit, clean, and parking staff is friendly.",Positive
4721,295994,"Tried to charge yesterday but one charger only said""Loading"" and a Model S was hogging (not plugged in) another spot. ",Negative
4722,295990,Plug not working,Negative
4723,295979,The machine is acting funny and is unable to read my card. It also keep trying to read a card when no one is there. I called and Blink said it needed to be rebooted. ,Negative
4724,295970,Stopped at one of the further stations. Seems to be working fine. Have to get my home 110 cable fixed so I'm grabbing a quick hour. ,Positive
4725,295969,"Went tonise the fast charger, not working, ticket number created.",Negative
4726,295953,both stalls empty ,Positive
4727,295941,All working ♡☆☆☆☆☆,Positive
4728,295940,Signet Enginner will visit here in next week.,Positive
4729,295932,"Worked great, only one plug",Positive
4730,295929,Follow the sign to Hilton Garden West  and turn left into the parking lot alongside the hotel. The two charging stations are just past the main entrance on your left. ,Positive
4731,295923,"went at 11p.m. after the store was closed.  the charger said something like ""wait while blink gets started""and would not read the card.  supposed to be available 24hrs per plugshare so not sure if the charger gets shut down when the store is closed.",Negative
4732,295920,NRG does a crappy job of servicing this specific charger and the one on maxwell UIC parking garage. ,Negative
4733,295919,The super charger does not work and it been about a month when will you get around to it.,Negative
4734,295918,DC charger working fine.,Positive
4735,295917,Always open _x1f44c__x1f3fc_,Positive
4736,295916,Great location and easy to use from multiple spots.,Positive
4737,295913,"Awesome charging location.  Dedicated EV spots (two spaces, one charger).  And FREE.  Thanks Novato!",Positive
4738,295912,Spoke with blink on phone. Broken. Reported.,Negative
4739,295911,The CHAdeMO charger seems to be out of order.  There's a sign on the display covering it up.  ,Negative
4740,295908,"Gates to dealership closing any minute, you could get trapped in here after hours!",Negative
4741,295899,"I pulled my tesla next to a leaf that was charging, popped the adapter on and was charging 30amps max",Positive
4742,295897,Chademo didn't work as of 5:30p. I called it in. They said they could not connect to the unit and we're putting in a ticket,Negative
4743,295896,"chademo delivering 35kw without issues. note that while stations has two chademo connectors, only one car can charge at a time.",Positive
4744,295894,Thanks again GreenLots & Artic! :) ,Positive
4745,295880,"there are 4 evse,st the Ford dealer right across the street. also a nissan dealer with 2 j1772. ",Positive
4746,295878,"Stayed here last night, the parking was horrendous. I was able to charge, but other spot was ICE,d by a Kia. ",Negative
4747,295877,"Left one is out of order, right one works, but has no handle. ",Negative
4748,295876,"There was a plug by the trees, but it looks like they clipped the wires to it. Too bad, I shop at this place so often... It was nice knowing gain a couple of miles while shopping.",Negative
4749,295875,wasn't working again tonight.  Three different vehicles. Are they installing any other units?,Negative
4750,295874,ccs still broken,Negative
4751,295873,"Charge point card needed, or call toll free number on charger and they will unlock for you if you don't have the card. Otherwise, use is free. ",Positive
4752,295869,"Charger is free to use, no card required.",Positive
4753,295867,"Valet gave directions, would allow us to self park.  Worked well.  However 1 spot was ICE'd by a SUV, other spot was open. ",Positive
4754,295866,"Free parking on Sunday. Free parking with paid admission to museum. Use of charger is free, no card required.",Positive
4755,295865,"So bizarre. This expensive equipment has been installed for months yet is never working. Yet again ""equipment is offline"". Power to the equipment is on. For lack of a working network connection, this expensive equipment sits uselessly. This location also has no EV signage or EV paint and I've seen the spots frequently ICEd when driving by. A real head-scratcher.",Negative
4756,295864,Tesla charger for guests.  Worked great.  30/mi per hour charge rate. ,Positive
4757,295862,"Station closet to building seems to only have 120 plug working. Authorises, but J1772 won't release. Other station works fine. ",Positive
4758,295861,"Used successfully. Sat 8/20/15. Late afternoon, no vehicles blocking. Easy to use the app. Only potential negative to this location is no EV signage or EV paint. Means there is potential to be ICEd at times when the lot is more full of cars. There is such an inexpensive remedy to this that it is surprising that signage and paint don't go with the installation of these expensive pieces of equipment.",Positive
4759,295860,"Weren't staying at the hotel let us charge regardless, thanks Best Western!",Positive
4760,295859,"The actual visit was 8/22 but I wanted to add to the score. Due to the air show, event parking fee was $5, but I got a charge. The 2nd spot was ICEd with a legitimate handicapped van presumably because the other handicapped spot was already taken. I thought about leaving a note, but decided otherwise so as not to appear callous.",Negative
4761,295858,"The actual visit was 8/22 but I wanted to add to the score.  Due to the air show, event parking fee was $5, but I got a charge.  The 2nd spot was ICEd with a legitimate handicapped van presumably because the other handicapped spot was already taken.  I thought about leaving a note, but decided otherwise so as not to appear callous.",Negative
4762,295852,"It is located on left side of the Walgreen building.  Closest to the 210 FWY.            Good thing, it was not busy for there is only one EV Plug (J1772) Plug.",Positive
4763,295850,someone parked and left their i3 BEV beyond 30 minutes so it was just trickle charging and blocking us...poor form,Negative
4764,295842,Both Level 2 charger and new ABB dual standard quick charger were not able to communicate with the server. Called NRG eVgo and they couldn't do anything about it. It has now been four weeks and the new ABB dual QC is still not working after repeated calls to NRG eVgo - very disappointing that this isn't being made a priority and the NRG eVgo support staff aren't able to provide any real information about the situation.,Negative
4765,295836,"tesla charger working fine (my MS has a single charger, thus only 40 amps) . am not staying at resort but front desk told me restaurant patrons are also welcome to charge.",Positive
4766,295832,"no bueno.  CCS Combo keeps cancelling charge after card scan.       L2 out of order.  Only choice was 110, no thanks.",Negative
4767,295828,Okay to unplug when done,Positive
4768,295827,"Charge point isn't a thief the Olympia Nissan Dealership set the price structure, get educated before posting ignorant comments on Plug Share. Better yet send your dissatisfaction to the general manager of Bruce Titus Olympia Nissan http://olympianissan.com",Positive
4769,295826,There is a dog walk path and a park and ride area too.  It is like a park that serves as a rest stop.,Positive
4770,295824,Charged successfully on 2 consecutive days. Grateful to grab a free charge from a company who cares enough to install solar panels and share the wealth. Walking distance to Waterfront Park & SUP rentals. Thanks Tofurky!,Positive
4771,295822,If you don't have free to charge options be warned that the station owner Olympia Nissan Dealership has set a crazy pricing structure for L3 DCQC at $15 per hour!!! ,Negative
4772,295820,Definitely gated after hours. No access via Volvo dealer next door.,Negative
4773,295818,"mmdb. Reliable stop, I bought some clothes too.",Positive
4774,295817,"Works great. One Tesla slot was ICE'd by employee car (Saw him come out of the side door and get something), however level 2 Creek charger spot was open.",Positive
4775,295813,Attendant did say that parking at the chargers is restricted to doctor only but they let me charge being a weekend and they weren't very busy. just ask security and leave them your number if they need you to move.,Positive
4776,295812,"Nice offering from the City of Ashland pulled us in on our way to Ocean Isle Beach, NC in the Volt. Picked-up a few electrons while enjoying great food across the railroad tracks at Trackside Grill. Great spot for the EV traveler!",Positive
4777,295809,"There is a bunch of solar on the roof of this building, so good chance you're fueling up on solar power on sunny days.",Positive
4778,295804,"error with fast charger, couldn't start a session. ",Negative
4779,295802,Facile à utiliser. Merci !,Positive
4780,295801,"Facile à trouver, accueil exceptionnel. Fortement recommandé.",Positive
4781,295800,Plug doesn't exist ,Negative
4782,295797,Chademo does work. Tech support has a repair order in.,Positive
4783,295796,"Love the SemaConnect stations here. Thanks, Co-op! Chance to stock up on exotic potato chip flavours!",Positive
4784,295795,both being used. ,Negative
4785,295793,Using one of the HPWCs. ,Positive
4786,295780,There is a Nissan Charger and a Combo Fast Charger that works with Nissans. We used the Combo Charger because the Nissan charger didn't seem to work.,Positive
4787,295777,Trying out the portable charger at over 325 miles an hour! ,Positive
4788,295772,1B CHARGER DID NOT LATCH,Negative
4789,295769,nice people. This is the only location for plugin vehicles for miles. Thanks.,Positive
4790,295767,A nice place to charge but not much to do except tour the new homes there.  -- checkin created before location officially marked open,Positive
4791,295765,"2 units. One completely out of order. The other, touch screen not working, so not usable.",Negative
4792,295764,Works great,Positive
4793,295763,battery is very warm but charging normally,Positive
4794,295761,"Great location, no card required (thumb up ).  for Nissan only",Positive
4795,295760,I am happy to report the Teslas shared the electric spots today. The world is saved and humanity redeemed.,Positive
4796,295756,"Empty lot here on the weekend. Charged my Leaf at the ChaDeMo no problem, it's expensive and lots of rules  about parking during the week.",Positive
4797,295752,"left my volt in main valet, OnStar shows charging it in 120v.... only???",Positive
4798,295751,Always full. Only 2 spots in a big mall ?,Negative
4799,295749,Parking now labelled Long Term. Entrance just before drop off point for terminal. ,Positive
4800,295746,$1.50 per hour to charge. ,Positive
4801,295745,$1.50 per hour to charge. ,Positive
4802,295744,$1.50 per hour to charge. ,Positive
4803,295741,Second time charging here.  Went smoothly.,Positive
4804,295740,Arby's and holiday inn express and gas station and a McDonald.  Perfect. Great job tesla. ,Positive
4805,295737,The employee might be mistaken. The orange pylons are there to prevent the EVSE's from being ICE'd until more obvious EV only markings are applied.  ,Positive
4806,295734,"I've come to these spots at least 5 times now at various times of the day and they are always in use, white Volt here today too. Wrote to the Monterey City council to get more chargers installed.",Negative
4807,295731,All of the chargers are broken. Ridiculous. ,Negative
4808,295730,"Prius plugin using the spot, only one charger.",Negative
4809,295727,There are two level 2 chargers at this location. The one the LED light that indicates charging actually doesn't work. The second one the LED light didn't work but the charger is working. ,Negative
4810,295725,Both sides of Chademo working.,Positive
4811,295718,Charger in use. Left a note. Hopefully this Fiat driver is the responsible type.,Negative
4812,295714,"One station with ""Temporarily out of Service"" sign but all three L2 stations are still down :-(",Negative
4813,295712,Tesla Model S. Charged at 17 mi/hr - 195v 30A.,Positive
4814,295709,"Wouldn't read Chargepoint card but, as usual, folks at Chargepoint were very helpful and activated over the phone.",Positive
4815,295707,Most were iced only 2 people charging out of all the spots - they really should make a better attempt on this. ,Negative
4816,295706,"Also wanted to add- just had a very nice conversation with the inn keeper. Very friendly lady. Made us coffee and mentioned that if you call ahead, they would be happy to make a picnic while you wait for the car to charge!",Positive
4817,295700,I think the PX areas are the best place for L2 locations since it is easy to kill time while charging. I have a Zero SR and have a 60 mile commute to Green Ramp. Would be nice to have L2 to charge if needed. Thank you!,Positive
4818,295696,2 of 4 stations turned on.  right at the entrance of the new. parking garage. easy to find.,Positive
4819,295693,White leaf was fully charged so unplugged it,Positive
4820,295690,Both chargers taken by two 500e vehicles from Fremont dealer,Negative
4821,295681,A+ Thank You/Merci Sun Country!,Positive
4822,295677,Works great. Spot still has a cone saving it for us to use on a Sunday trip home from the shore with the jetskies. Thanks Nissan. ,Positive
4823,295676,Only one of the 2 chargers working ,Positive
4824,295673,"tried to initiate charge on both ports, charger would lock, and unlock within seconds. wouldn't not start charging. ",Negative
4825,295672,"Quick charge still off line. They claim Nissan will fix it. Luckily for me, the 7-11 down the street was open and working.",Negative
4826,295670,Left side is working.  ,Positive
4827,295669,broken.  hotel knows about it but doesn't know what to do about it.,Negative
4828,295668,Charging at over 280 miles a hour,Positive
4829,295662,Should be done around 4 pm,Positive
4830,295661,One of the better locations.  Next to Steak 'n Shake and a Holiday inn express.  Gas station across the street.  ,Positive
4831,295660,"Parking is right up front at middle entrance. Station #1 is for handicap/electric, station #2 is for electric only. #1 was ICE'd which I'm sure is basically all the time but we grabbed #2. Love it!",Positive
4832,295654,This was my favorite charger at the last frontier southwest of Chicago. It's sad they turned it off.,Negative
4833,295652,Pay at gas station. We had lot 54. Nice place under a tree. Payed them $5. Picnic tables. Swimming pool. Swing sets. Charged at 34 m/hr. ,Positive
4834,295649,Wonder how many successful charges this station had at all?! Now reduced power. But the price is still min $5.  This the price of 2gal right now. So how many miles i will get for this $5 ?? 40-50miles. I agree with $ 0.10/minute. I need mostly 10-20min of charge. This is the point of dc fast chargers. Drivers will spend 10 min and charger is available for everyone. For Nissan Leaf which is most popular EV. 10 min= 26-27 miles. At $0.10 per minute =$1. Price that it worth. Otherwise to pay $5 for even 50miles is absolutely ridiculous! Its like you paid 2 gal to drive those 50 miles. = 25mpg,Positive
4835,295648,DC charging station is off somehow - using the combo one,Negative
4836,295647,CCS functioning nominal to profile _x1f60e_.  48 kW. ,Positive
4837,295645,I was getting a communication error on the DC charger. The guy before me it seemed to work for. Mine is brand new so maybe something is wrong with the car. ,Negative
4838,295644,LOVE the new easy to operate plug but do still plan to call in.  Card seems like its going to work at 1st but then you get stuck in the process once its plugged in.  Make sure to stay on the phon e till it starts successfully charging.,Positive
4839,295643,#2 still broken after many months and after reporting it. They just don't seem to care about fixing it. The city of Huntington Beach totally dropping the ball here. ,Negative
4840,295642,Charged for a few minutes then quit. Couldn't get it to start charging again. Car charge port gave me red light saying something was wrong with power source or it wouldn't recognize charger was plugged in. ,Negative
4841,295637,"both chargers report ""offline temporarily starting July 15.""  No eta on when they will be back ""online"" or any other note.  ",Negative
4842,295632,Good DC Charge. Cord does reach across sidewalk if needed!,Positive
4843,295631,Works perfectly. You might need to call the 877 number. ,Positive
4844,295624,Spots were ICE'd.  Management can't do anything about it.,Negative
4845,295619,"Had to call AV to reboot, then quick charge was fine using ChaDeMo adapter for Tesla.  Met some nice Tesla owners from CA.",Positive
4846,295616,"Talked to a manager-  he said 2 hour limit on charging. Did not require a purchase, although he said it's really for Lunds customers. ",Positive
4847,295610,Restricted use,Negative
4848,295609,Coasted in on 0%! Gone to get ice cream in other car while we charge.   Thanks Eecol!,Positive
4849,295608,"These chargers are great for long-term charging! They are a 10 min walk from De La Savane Metro station, only chargers I could find on the west side of Montreal near to a Metro station.  I Parked here for 3+ hours while I went down town on metro to do errands.  When I arrived,  none of the spots were taken, or were ICE'd.  ",Positive
4850,295603,Not confirmed yet. 3 Chargers listed on EV Connect app. ,Positive
4851,295601,Another LEAF beat us to it! Waiting on him for a DC quick charge,Negative
4852,295597,lights came on indicating a charge but no charge when we returned. reported the issue. ,Negative
4853,295596,Right side working. Left side screen not working but didn't have time to power cycle and calibrate the screen. ,Positive
4854,295591,Hotel advertises 20% discount on food and drinks while charging.,Positive
4855,295588,"Free to charge, a great way to have lunch and top off my car. ",Positive
4856,295586,Not able to charge on sae combo. Charger is not detecting that cable has been plugged in. Not sure if it's an issue with the charger or with my vehicle. ,Negative
4857,295585,Another good Chademo fast charge. ,Positive
4858,295582,The SAE Combo plug is working.,Positive
4859,295581,DC Fast not working for my BMW i3... It has worked many times before so I don't know what is wrong today,Negative
4860,295579,Stayed here this weekend. Nice place and very helpful staff.,Positive
4861,295578,"2 of the chargers are pull in, the other 3 are back in.",Positive
4862,295577,Minivan blocking the charger during the farmers market. Really needed it today as already traveled to homestead and back and was planning to drive to North Miami. Had to use backup car.,Negative
4863,295576,Wish they would repaint the lines so they liked up correctly with the chargers! ,Negative
4864,295574,Nice Inn. Allowed us to charge even though we were not staying here. The approach road is a bit winding but a serene place. Note that the restaurant needs 24 hrs advance booking.,Positive
4865,295572,"2 Leaf parked. lots waiting. 1 was at 95%. I waited about 15 minutes until driver finally showed up to move, only to have another leaf take the space before I could get there. CHARGE RAGE!!",Negative
4866,295571,"Very busy. Only Tesla there, but iced by many others (they allow 15 minute general parking). ",Negative
4867,295570,Getting a bit more range for trip back home,Positive
4868,295569,One Does not charge. Other unit's screen is not responsive . ,Negative
4869,295567,Belligerent ICEr blocking both EVspaces. MD plate NHL 0010.  Informed him of Mont Co rules.,Negative
4870,295566,At SCH J1772. Tesla HPEC was occupied. ,Negative
4871,295561,Went by to check it out early today (9:45am Sunday) and found the spots to be wide open.  Level 3 was powered on but had an error message that could not be cleared by following on-screen instructions.  Level 2 stations both worked fine to charge without the swipe of an NRG EV-GO card (Free Vend Mode).  Spots are painted denoting Electric Vehicles Only but no signage yet.,Positive
4872,295559,"After waiting at the whole foods charging line for 20 min, it was nice to find this place was close by, and under shade. whew!",Positive
4873,295558,CCS functioning nominal to profile _x1f60e_,Positive
4874,295555,Hi McKenna bmw. Please plug my fit when you return. Your car is charged up. But your plug is locked. ,Positive
4875,295552,One Tesla charger that goes up to 80A and 240V.  Two other types of chargers as well.  Wind all the way around the back of the building to find them.  Just keep going until you see them.  ,Positive
